Token,FinalTokenMap
METHOTRIMEPRAZINE,METHOTRIMEPRAZINE
MEPROMAZINE,DEPRECATED
LORMETAZEPAM,LORMETAZEPAM
PHENIDATE, METHYLPHENIDATE
DELTA,DELTA
ABACHI,ABACHI
WOOD,WOOD
VETCH,VETCH
CORALB,CORALBUMIN
FENUGREEK,FENUGREEK
HAKE,HAKE
HHPA,HEXAHYDROPHTHALIC
JACKFRUIT,JACKFRUIT
FLAX,FLAX
MALEIC,MALEIC
ANHYDRIDE,ANHYDRIDE
MEALWORM,MEALWORM
MTHPA,METHYLTETRAHYDROPHTHALIC
RECTIVIRGULA,RECTIVIRGULA
CURRANT,CURRANT
SAFFRON,SAFFRON
TOXOID,TOXOID
VULGARIS,VULGARIS
GEN,GENETIC
CATEG,CATEGORIES
STAT,STATUS
ADQ,ADEQUACY
CYTOLOGIST,CYTOLOGIST
REVIEWING,REVIEWING
TECH,TECHNICIAN
CYTOLOGY,CYTOLOGY
RELEVANT,RELEVANT
DESC,DESCRIPTION
MONIT,MONITORING
PARAMETERS,PARAMETERS
STDY,FOR
CLEANING,CLEANING
ADMINISTRATION,ADMINISTRATION
DEPTH,DEPTH
UGI,GASTROINTESTINAL
EGD,TRACT
ERCP,DUCT
BIOPTERIN,BIOPTERIN
LGI,GASTROINTESTINAL
FSIG,TRACT
LIMITS,LIMITATIONS
OBTAINED,OBTAINED
BIOTIN,BIOTIN
BIOTINIDASE,BIOTINIDASE
THERAPEUTIC,THERAPEUTIC
INTERVENTION,INTERVENTION
IMAGES,IMAGES
DEPRECATEDCOMPLICATIONS,DEPRECATED
INSTRUCTIONS,INSTRUCTIONS
RETURN,RETURN
TMSTP,GI
CLINIC,CLINIC
TELE,GI
CONDITIONS,CONDITIONS
INFORMED,INFORMED
CONSENT,CONSENT
BREATHS,BREATH
SIMV,SETTING
BRADYKININ,BRADYKININ
IMV,SETTING
NEO,NEONATAL
SIGH,SIGH
SPONT,TIDAL
MECH,VOLUME
FRC,FUNCTIONAL RESIDUAL CAPACITY
HE,HELIUM
REBREATH,REBREATHING
PLETHYSMOGRAPH,PLETHYSMOGRAPH
PREDICTED,PREDICTED
PRED,RATE
TLC,TOTAL LUNG CAPACITY
XRAY,XRAY
FVC,FORCED VITAL CAPACITY
TCCO2,CO2
EXP,ENVIRONMENTAL
DURING,GAS
TX,TREATMENT
VITAMIN,CHOLECALCIFEROL
CAP,CAP
CO,CARBON
COND,CONDITION
CALCIFEROL,CALCIFEROL
TYPES,TYPES
EXPIRATION,EXPIRATION
RESERVE,RESERVE
FEV1,FEV1
FEV,FEV
CONSTANT,FLOW
BASELINE,BASELINE
DELIVERED,FLOW
PEF,MAXIMUM
PFM,PEAK FLOW METER
AIRW,AIRWAY
DEPRECATEDGAS,DEPRECATED
FORCED,FORCED
SET,SETTING
PULSEOX,PULSE
PULSEO,PREDUCTAL
PULSE,PULSE
INSPIRATION, INSPIRATION
CANNULA,CANNULA
TCO2,BLOOD
AVEOLUS,RESPIRATORY
PPRESDIFF,PARTIAL
FIO2,OXYGEN
INSPIRED,VOLUME
ASLEEP,EVER
AWAKE,MAXIMUM
EATING,EATING
PMAX,PEAK
TRACHE,PRESSURE
COLUMN,COLUMN
ATMOSPHERIC,ATMOSPHERIC
PAW,AIRWAY
ZERO,PRESSURE
APM,VENTILATOR
TARGET,TARGET
ASSIST,COMPUTER
DRIVE,THIS
INFL,INFLATION
NEG,NEGATIVE
PEEP,PEEP
SUPPORT,SUPPORT
RESCUSCITATOR,RESCUSCITATOR
RESIST,RESISTANCE
RESPIRATION,RESPIRATION
PAUSE,PAUSE
MASK,MASK
PREDICTION,PREDICTION
SIGHS,SIGHS
IHG,ACTUAL
HOOD,BODY
PROX,PROXIMAL
VET,VETERINARY
EXPIRED,VOLUME
CES,WAS
HOLD,ABLE
COMPRES,EXPIRED
UNCOR,COMPRESSIBLE
MEASURED,HOUR
AG242,AG
VCNT,WEIGHT
UNCORRECTED,UNCORRECTED
TUBING,TUBING
WAVEFORM,VENTILATOR
AG50,AG
COMPRESSED,COMPRESSED
RESIDUAL,RESIDUAL
CALCN,CALCULATION
MVV,MAXIMUM VOLUNTARY VENTILATION
RELVRAT,BRONCHODILATOR
CPS,CAPSULAR
ROI,REGION
VELOCITY,VELOCITY
STENOSIS,STENOSIS
BULLET,US
VENTR, VENTRICULAR
CUBED,VOLUME
2CHAM,VOLUME
4CHAM,INDEX
CIRCUMF,CIRCUMFERENCE
CIRCFR,2
SIMPSON,2D
LATERALITY,LATERALITY
DEPRECATEDINTERNAL,DEPRECATED
DEPRECATEDPRE,DEPRECATED
GRADIENT,PRESSURE
FILL,DIASTOLIC
DEPRECATEDDECELERATION,DEPRECATED
HALF,THE
TIM,HALF
DEPRECATEDAREA,DEPRECATED
CLOSURE,VALVE
OPEN,50
COHGB,CARBOXYHEMOGLOBIN
SVI,VENTRICULAR
STROKE,STROKE
TEICH,VOLUME
DEHYDRATASE,DEHYDRATASE
SLOWMYCO,FOR
NITROFURAZONE,NITROFURAZONE
MUPIROCIN,MUPIROCIN
SILVADENE, SILVER
MAFENIDE, MAFENIDE
ICTERIC,ICTERIC
HEMOLYZED,HEMOLYZED
LIPEMIC,LIPEMIC
INTEGRITY,INTEGRITY
LEVOFLOXACIN,LEVOFLOXACIN
SPARFLOXACIN,SPARFLOXACIN
HOMOGEN,NUCLEAR
NUCLEOLAR,NUCLEAR
SPECKLED,NUCLEAR
CARDIOLIPIN,CARDIOLIPIN
IS,ARTHROGRAM
IRP1,1ST
LACTAMASE, BETA
ORGANISM,ORGANISM
MEDIUM,MEDIUM
IRP2,2ND
SIG,45
HHV,HERPES
MOM,DEPENDENT
LIKE,I
FUNGI,FILAMENTOUS
FILAMENT,FUNGI
ALERT,ALERT
B1,B1
BX,BIOPSY
CD1A,CD1A
CD61,CD61
CLUE,CLUE
RPR,REAGIN
TURBIDITY,TURBIDITY
CATALASE,CATALASE
CD1,CD1
IGD,IGD
ACTIV,ACTIVATED
CYSTEINE,CYSTEINE
CERULOPLASMIN,CERULOPLASMIN
CDCAE,CHENODEOXYCHOLATE
CDCG, CHENODEOXYCHOLYLGLYCINE
PLEUROPN,PLEUROPNEUMONIAE
SERTYP,SEROTYPE
BADV3,BOVINE
BADV5,BOVINE
EADV,EQUINE
ALKALOID,ALKALOID
CABALLI, BABESIA
EQUI, THEILERIA
CEREUS,CEREUS
BIFIDOBACTERIUM,BIFIDOBACTERIUM
BIOGENIC, AMINES
AMINES, AMINES
DV,DISEASE VIRUS
BPSV,BOVINE
BVDV,BOVINE
OCFLU,OCULAR
RIVANOL,SERUM
PLATE,SERUM
RST,RST
OVIS, BRUCELLA
CVV,CACHE VALLEY VIRUS
CNPV,CANARYPOX
CDV,CANINE DISTEMPER VIRUS
CONJUNCT,CONJUNCTIVAL
CARBAMATES,CARBAMATES
CAV,CHICKEN ANEMIA VIRUS
CHAUVOEI, CLOSTRIDIUM
NOVYII, CLOSTRIDIUM
PERFRINGENS,PERFRINGENS
GENTYP,GENOTYPE
SEPTICUM, CLOSTRIDIUM
SORDELLII, CLOSTRIDIUM
VIAB,MASS
CAPRINE, CAPRINE
PARAPOX, CAPRINE
BCV,BOVINE
CRYPTOSP,CRYPTOSPORIDIUM
DVE,DUCK
ENDOPHYTE,ENDOPHYTE
ENDOTOXIN,ENDOTOXIN
ETX,ENTEROTOXIN
CHOLATE, DEOXYCHOLATE
FSMI,SMALL
CUNICULI,CUNICULI
ERGOT,ERGOT
COLI987P,COLI
F41,F41
K88,K88
CCK,CHOLECYSTOKININ
K99,K99
RAWMILK,H7
FREEZING,FREEZING
FUMONISIN,FUMONISIN
CHOLESTANOL,CHOLESTANOL
GALLOTANNIN,GALLOTANNIN
GOSSYPOL,GOSSYPOL
PARAGALLINAR, HAEMOPHILUS
BOHV2,BOVINE
BOHV4,BOVINE
BOHV5,BOVINE
SWB,AG
EQUINE,EQUINE
PAGE,DNA
ACIDOPHILUS,ACIDOPHILUS
LISTERIA,LISTERIA
AHV1,ALCELAPHINE
IDLC,CHOLESTEROL
NEGATIVE,WITH
DARK,DARK
FIELD,FIELD
MOLYBDENUM,MOLYBDENUM
MONENSIN,MONENSIN
MYCOPLASMA,MYCOPLASMA
NPIP,NPIP
MYCOTOXIN,MYCOTOXIN
OLEANDRIN, OLEANDRIN
SEDIMENTATION,SKIN
MCMASTER,STOOL
BAERMAN,STOOL
PARAQUAT,PARAQUAT
PARASITES,PARASITES
BPV,BOVINE
PHOSPHIDE,PHOSPHIDE
GICNT,GASTROINTESTINAL
NE,CHOLESTEROL
BRSV,BOVINE
RICKETTSIA,RICKETTSIA
BRV,BOVINE
NEURONA, SARCOCYSTIS
HYODYSENTER,HYODYSENTERIA
SOMATIC,SOMATIC
STAPHYLOCOCCUS,STAPHYLOCOCCUS
FOET,FOETUS
PREPUT,PREPUTIAL
VEEV,VENEZUELAN
VEROTOXIN,VEROTOXIN
APC,APC
GENE,GENE
MUT,MUTATIONS
ANL,MUTATION
BLEND,B2
CRYPTOSPORIDIUM,CRYPTOSPORIDIUM
RDW,ERYTHROCYTE
GTT,GLUCOSE
CHOLYLGLYCINE, CHOLYLGLYCINE
INTERP,INTERPRETATION
CHORIOMAMMOTROPIN,CHORIOMAMMOTROPIN
BUDDING,BUDDING
EVENING,IS
DODECANEDIOATE,HYDROXYDODECANEDIOATE
DODECANOATE,HYDROXYDODECANOATE
THF,TETRAHYDROCORTISOL
7AMINOFLUNITRAZEPAM,7
ACRYLALDEHYDE,ACRYLALDEHYDE
NEPHROGENOUS,MONOPHOSPHATE
MIXA,HISTIDINE
MIXB,LEUCINE
LUMBRIC,LUMBRICOIDES
ASPA,ASPA
AZINPHOS, AZINPHOS
BCL2,3
REAR,REARRANGEMENTS
MUNG,MUNG
BENDIOCARB, BENDIOCARB
BIRTH,BIRTH
CARBARYL,CARBARYL
CARBOFURAN, CARBOFURAN
CARBOPHENOTHION,CARBOPHENOTHION
CARP,CARP
CD71,CD71
CEPHAELINE,CEPHAELINE
CEREBROV,CEREBROVENTRICULAR
LIN,LINING
CFTR,CFTR
ROQUEFORT,ROQUEFORT
CHOCOLATE,CHOCOLATE
CCR5,CCR5
C4D,COMPLEMENT
CH50,COMPLEMENT
LINTERS,LINTERS
COUMAPHOS,COUMAPHOS
DESALKYLHALAZEPAM,DESALKYLHALAZEPAM
DIMETHOATE,DIMETHOATE
DMD,DMD
DOBUTAMINE,DOBUTAMINE
GRANULOSUS,GRANULOSUS
HA,SERUM
UNADJ,1
ETHION,ETHB
EPN,O
FENCHLORPHOS,FENCHLORPHOS
FENTHION,FENTHION
FIREWEED,FIREWEED
FONOFOS,FONOFOS
7M,SERUM
ELEVAT,ELEVATOR
GREPAFLOXACIN,GREPAFLOXACIN
SHAGBARK,SHAGBARK
HIV,HIV
GP15,2
COLLAGENASE, COLLAGENASE
P31,1
P55,1
LOCUS,LOCUS
KARAYA,KARAYA
LEPTIN,LEPTIN
LICORICE,LICORICE
MALATHION,MALATHION
METASYSTOX, METASYSTOX
MEVINPHOS,MEVINPHOS
MONKEY,MONKEY
MONOS,MONOCYTES
MACROS,MACROPHAGES
NEUROKININ,NEUROKININ
LIV,RAT
NUCLEAR,NUCLEAR
2000,2000
RISK,RISK
PARAOXON, PARAOXON
PICKLEWEED,PICKLEWEED
WALLEYE,WALLEYE
PIKE,PIKE
LODGEPOL,LODGEPOLE
POND,PINE
UPA,PLASMINOGEN
MALARIAE,MALARIAE
OVALE,OVALE
POMEGRANATE,POMEGRANATE
POPLAR,POPLAR
PROPOXUR,PROPOXUR
PROTEUS,RICKETTSIA
OX19,PROTEUS
OX2,PROTEUS
OXK,PROTEUS
TYPHUS,TYPHUS
TSUT,TSUTSUGAMUSHI
ANNUAL,ANNUAL
SPHINGOMYELINASE, ACID
SUMMER,SUMMER
SWEETGUM,SWEETGUM
SYNOVIOCYTES,SYNOVIAL
15;17,15;17
PML,Q24
RARA,RECOMBINANT
TERBUFOS,TERBUFOS
CANDIDUS, THERMOACTINOMYCES
SACCHARI, THERMOACTINOMYCES
TPMT,TPMT
TIAGABINE,TIAGABINE
TOLAZAMIDE,TOLAZAMIDE
TOLBUTAMIDE,TOLBUTAMIDE
TF,DEFICIENT
DISIALO,CARBOHYDRATE
PENTASIALO,CARBOHYDRATE
TETRASIALO,ASIALO
TRISIALO,CARBOHYDRATE
HEAVEN,HEAVEN
TCY, TRICHLOROETHYLENE
TRIMETHOBENZAMIDE,TRIMETHOBENZAMIDE
URANIUM,URANIUM
VENISON,VENISON
YOGURT,YOGURT
CDKN2A,CDKN2A
DEL,DELETION
CDKN2B,CDKN2B
I1307K,P
APOE,APOE
STS,STS
E285A,P
ATM,ATM
ATP7B,ATP7B
2010,2010
2016DEL,2010
2337DELC,C
2487INST,C
1711G,C
G1267R,P
H1070Q,P
H714Q,P
N915S,P
R778L,P
BRCA1,BRCA1
185DELAG,C
5382INSC,C
BRCA2,BRCA2
6174DELT,C
CACNA1S,CACNA1S
R1239G,P
R1239H,P
R528H,P
CBS,CBS
G307S,P
I278T,P
CDH1,CDH1
F508DEL,P
COL2A1,COL2A1
CTNNB1,CTNNB1
CYP2D6,CYP2D6
2637DELA,C
NT1,NT1
X4,X4
G169X,P
F5,F5
R506Q,P
F7,F7
F8,F8
FGFR2,FGFR2
FGFR3,FGFR3
G375C,P
G380R,P
K650E,P
GAU1,GAUCHER
GAU2,GAUCHER
GAU3,GAUCHER
HADHB,HADHB
HBA1,HBA1
HBB,HBB
E6V,P
PRSS1,PRSS1
HFE,HFE
C282Y,P
H63D,P
HRAS,HRAS
KMS,KALLMANN
KRAS,KRAS
ATP6,ATP6
ND4,ND4
11696G,M
R304H,P
T109A,P
L156R,P
CYANOCOBALAMIN, DEPRECATED
TRUE,TRUE
A677V,P
C677E,P
TK,TK
8344A,M
TL1,TL1
3243A,M
MXI1,MXI1
NF1,NF1
NRAS,NRAS
OTC,LABEL
SERPINA1,SERPINA1
E264V,P
E342K,P
PMP22,PMP22
PSAP,PSAP
RB1,RB1
SNCA,SNCA
A30P,P
A53T,P
TP53,TP53
TRAF3,TRAF3
WT1,WT1
CCND1,CCND1
BCL6,BCL6
TCRB,TCRB
TCRD,TCRD
TCRG,TCRG
CACNA1A,CACNA1A
ATN1,ATN1
DMPK,DMPK
CTG,ALLELE
FMR1,FMR1
CGG,CGG
FRAXE,FRAXE
FXN,FXN
GAA,GUANIDINOACETATE
HTT,HTT
MJD,MJD
SCA1,SCA1
SCA2,SCA2
SCA7,SCA7
SCA,SCA
GENES,STX2
CHR,CHROMOSOME
12,V
TS,TRISOMY
1;13,1;13
PAX7,P36
FOXO1,13;Q14
1;19,1;19
PBX1,Q23
TCF3,3;P13
11;14,11;14
IGH,Q32;Q21
11;19,11;19
MLL,MLL
MLLT1,3
11;22,11;22
FLI1,Q24;Q12
EWSR1,2
12;16,12;16
DDIT3,Q13;P11
FUS,2
12;21,12;21
ETV6,P13;Q22
RUNX1,3
12;22,12;22
ATF1,Q13;Q12
14;18,14;18
2;13,2;13
PAX3,Q36
2;5,2;5
NPM1,NPM1
21;22,21;22
4;11,4;11
AFF1,Q21
5;12,5;12
PDGFRB,PDGFRB
6;9,6;9
DEK,P22;Q34
NUP214,DEK
8;14,8;14
8;21,8;21
RUNX1T1,Q22;Q22
9;11,9;11
MLLT3,P22;Q23
9;22,9;22
ABL1,9;22
BCR,Q34
NR4A3,Q22;Q12
X;18,X;18
SS18,Q11
SSX1,2;P11
SSX2,2;P11
17,17
FKHR,1;Q14
CYSTINYL, CYSTINYL
CYB,CYTOCHROME
REDUCT,C
TRANSMITTED,TRANSMITTED
INST,INSTITUTION
DATA,DATA
VERSION,VERSION
UNIQUE,UNIQUE
CYB5,CYTOCHROME
1970,1970
80,80
90,90
ORIGINAL,ORIGINAL
HISPANIC,HISPANIC
ORIGIN,ORIGIN
COMPUTED,COMPUTED
DERIVATION,DERIVATION
BIRTHPLACE,BIRTHPLACE
INFO,INFORMATION
ADDRESS,ADDRESS
CERTAINTY,CENSUS
HISTOLOGY,HISTOLOGY
ICD,ICD
CONFIRMED,CONFIRMED
ABSTRACT,ABSTRACT
LAST,LAST
SCREENED,SCREENED
MOST,MOST
RECENT,RECENT
SCREENING,SCREENING
REPORTING,REPORTING
ADM,VIRUS
INPT,INPATIENT
DISCH,DISCHARGE
REL,RELATIVE
SEEN,SEEN
THIS,TO
PRESENTATION,PRESENTATION
CONF,SURGERY
PRIME,TISSUE
NODES,NODES
DEF,DEFECTS
HORMONE,HORMONE
TRANSPLANT,TRANSPLANT
SURGERY,SURGERY
NOT,NOT
SEER,SEER
SS1977,SEER
ABBREVIATED,STAGE
EXTENSION,EXTENSION
EOD,EXTENT
INVOLVED,INVOLVED
EXAMINED,NODES
OLD,NAACCR
13,13
DIGIT,DIGIT
DISTANT,DISTANT
METASTASES,METASTASES
STG,STAGE
GRP,GROUP
DESCRIPT,DESCRIPTOR
STAGER,STAGER
METS,METASTASIS
PED,PEDIATRIC
MARKER,MARKER
CHEMO,CHEMOTHERAPY
BRM,BIOLOGICAL
ANY,ANY
SEERS,SEERS
COC,COC
CDS,CANCER DIRECTED SURGERY
SCOPE,SCOPE
APPROACH,APPROACH
MARGINS,MARGINS
INVOL,TUMOR
RECONSTRUCTION,RECONSTRUCTION
NO,NO
LEUKEMIA,LEUKEMIA
CNS,CLINICAL NURSE SPECIALIST
SEQUENCE,SEQUENCE
BIOLOGICAL,BIOLOGICAL
MODIFIER,MODIFIER
ELIGIBILITY,ELIGIBILITY
ENROLLED,PATIENT
REFERRED,REFERRED
COURSE,COURSE
EPISODE,EPISODE
WHERE,WHERE
PERFORMED,PERFORMED
MODALITY,MODALITY
COMPLETION,COMPLETION
OUTCOMES,OUTCOMES
2ND,SECOND
CRS,COURSE
SURVIVAL,SURVIVAL
PLANNED,PLANNED
NEXT,NEXT
RECUR,RECURRENCE
REVISION,REVISION
GEOGRAPHIC,GEOGRAPHIC
PLACE,DRAINAGE
CONVERSION,CONVERSION
CONFIRM,APTT
ILL,ILL
DEFINED,DEFINED
LYMPHOMA,LYMPHOMA
CRC,COLORECTAL
CHECKSUM,CHECKSUM
COMPLETED,COMPLETED
CHANGED,CHANGED
EXPORTED,EXPORTED
RECEIVED,RECEIVED
LOADED,LOADED
AVAILABLE,AVAILABLE
EXPECTATION,EXPECTATION
STATE,STATE
NARRATIVE,NARRATIVE
MILITARY,MILITARY
CERTIFICATE,CERTIFICATE
CHOLYLGLY, DEOXYCHOLYLGLYCINE
MAIDEN,MAIDEN
FOLLOWING,FOLLOWING
MANAGING,MANAGING
SCOPIC,SCOPIC
TESTS,SET
OPERATIONS,OPERATIONS
DERMATAN, DERMATAN
REMARKS,REMARKS
RECORDED,RECORDED
DEPRECATEDRECORD,DEPRECATED
BATTERY,BATTERY
DEPRECATEDPATIENT,DEPRECATED
DEMOGRAPHICS,DOMAIN
DEPRECATEDCANCER,DEPRECATED
IDENTIFICATION,CANCER
DEPRECATEDHOSPITAL,DEPRECATED
SPECIFIC,SITE
DEPRECATEDSTATE,DEPRECATED
PROGNOSTIC,STATE
BAT,FACTORS
DEPRECATEDTREATMENT,DEPRECATED
DEPRECATEDFOLLOWUP&RECURRENT&DEATH,DEPRECATED
BATTE,FOLLOWUP&RECURRENT&DEATH
OVERRIDES&CONV&SYSTEM,OVERRIDES&CONVERSION&SYSTEM
ADMINIS,ADMINISTRATION
DEPRECATEDSPECIAL,DEPRECATED
CONFIDENTIAL,CONFIDENTIAL
DEPRECATEDOTHER,DEPRECATED
DEPRECATEDTEXT,DEPRECATED
DICARBOXY, DICARBOXYLATE
C8,C5
C10,C8
MISCELLANEOUS,MISCELLANEOUS
CORRECTION,CORRECTION
COMMENTS,COMMENTS
CMKBR5,CCR5
ACTINOMYCES,ACTINOMYCES
FELIS,FELIS
DIHYDROFOLATE, DIHYDROFOLATE
DHP, DIHYDROPTERIDINE
DMO,DIMETHADIONE
DINITROBENZ, DINITROBENZENE
DPPC, DIPALMITOYLPHOSPHATIDYLCHOLINE
HYDROXYLAE,HYDROXYLASE
A7,A7
A9,A9
PANC2,PANCREATIC
B3,B3
B4,B4
B5,B5
B6,B6
LEUKOCYTE,LEUKOCYTE
ECV11,ECHOVIRUS
ENTEROGLUCAGON, ENTEROGLUCAGON
ECV140, DEPRECATED
ENTEROPEPTIDASE, ENTEROPEPTIDASE
EPIANDROSTERONE,EPIANDROSTERONE
HCV100,HEPATITIS
HCV22,HEPATITIS
FLUCV,INFLUENZA
LASV,LASSA
MONOCYTOG,MONOCYTOGENES
BRASILIEN, PARACOCCIDIOIDES
PARAGONIMUS,PARAGONIMUS
JAPONICUM, SCHISTOSOMA
MANSONI, SCHISTOSOMA
PNEUM7F,PNEUMONIAE
PNEUM9N,PNEUMONIAE
VTN1,VEROTOXIN
VTN2,VEROTOXIN
YFV,YELLOW FEVER VIRUS
ENTEROCOL,ENTEROCOLITICA
GROSS,GROSS
FINAL,FINAL
SUPPLEMENTAL,SUPPLEMENTAL
REPORTS,REPORTS
EVIDENCE,EVIDENCE
ALLOISOLEUCINE,ALLOISOLEUCINE
HOMOCYSTINE,HOMOCYSTINE
UIBC,IRON
DIBUCAINE,DIBUCAINE
NUMBER,NUMBER
FA,FATTY
AHSV,AFRICAN
FERROCHELATASE, FERROCHELATASE
ASFV,AFRICAN
ADV,ADENOVIRUS
CIE,SERUM
ANAPLASMA,ANAPLASMA
GIEMSA,BLOOD
FAD,FLAVIN ADENINE DINUCLEOTIDE
ARV,M
BIOASSAY,1
AMPV,AVIAN
TRTV,AVIAN
BIGEMINA, BABESIA
BOVIS,BOVIS
BAB, DEPRECATED
DIVERGENS, BABESIA
IGG1,IGG1
FRUCTOKINASE, FRUCTOKINASE
1ML,2
BRUCELLIN,DAYS
MALLEI,MALLEI
MALLEIN,1
VENER,SS
CPHV1,CAPRINE
CAPRIPOX,CAPRIPOX
CSFV,CLASSICAL
RUMIN, COWDRIA
CONGO, DERMATOPHILUS
FUMARASE, FUMARASE
DHV1,DUCK
DHV2,DUCK
DHV3,DUCK
FUMARYLACETOACETATE, FUMARYLACETOACETATE
GALACTOKINASE,GALACTOKINASE
RISTICII, EHRLICHIA
EPHEMERAL,EPHEMERAL
FV,FEVER VIRUS
ALBERTA,HEMORRHAGIC
NEW,NEW
JERSEY,DISEASE
EHV4,EQUINE
LARVAE,LARVAE
FMDV,FOOT
GAL1PO4,GALACTOSE
FARCI,HISTOPLASMA
FAB,VIRUS
GALC, GALACTOSYLCERAMIDASE
LEISHMANIN,DAYS
AUSTRAL,SV
AUTUM,SV
BORGP,BORGPETERSENII
BALL,SV
GALGALGLUCCERAMIDASE, GALACTOSYLGALACTOSYLGLUCOSYLCERAMIDASE
BATAV,SV
COPEN,SV
HEBDO,SV
MITIS,SV
SEJ,SV
GGCS,GAMMA
TARRA,SV
LSDV,LUMPY
GAHV,MAREKS
MITE,MITE
FLOTATION,SKIN
ZN,MICROSCOPIC
AGALACTIAE,AGALACTIAE
ARGININI,ARGININI
MP,VIRUS
CAPRIC,SS
CAPRIP,SS
GIP,GASTRIC INHIBITORY POLYPEPTIDE
CAPRI,SS
MY,SS
SC,STERNOCLAVICULAR
PUTREFACIENS, MYCOPLASMA
MYXV,MYXOMA
GASTRIN34,GASTRIN
RESIDU,34
NSDV,NAIROBI
GASTRIN17,GASTRIN
OVHV2,OVINE
GASTRIN14,GASTRIN
OPPV,OVINE
OPAV,OVINE
MAP,PARATUBERCULOSIS
PPD,0
JOHNIN,POST
GASTROCULT,HEMOGLOBIN
PPRV,PESTE
PEV,PORCINE
PPV,PORCINE
PRCOV,PORCINE
PRION,PRION
PCR,UNSPECIFIED
RVFV,RIFT
RPV,RINDERPEST
ABORTUSEQUI,ABORTUS
ABORTUSOVIS,ABORTUS
ENTERITID,ENTERITIDIS
GALLINARUM, SALMONELLA
SVD,SWINE VESICULAR DISEASE
HYDATIGENA, TAENIA
TAENIA,TAENIA
EGGS,SP
EQUIGENIT,EQUIGENITALIS
ANNULATA, THEILERIA
MUTANS, THEILERIA
PARVA, THEILERIA
THEILERIA,THEILERIA
TGEV,TRANSMISSIBLE
TRICIN,REACTION
BRUCEI, TRYPANOSOMA
CONGOLENSE,CONGOLENSE
EQUIPERDUM, TRYPANOSOMA
EVANSI, TRYPANOSOMA
MAM,MAM
TUBERC,TUBERCULIN
TCOV,TURKEY
G6PAS,GLUCOSE
VEEE,VENEZUELAN
VSV,VESICULAR STOMATITIS VIRUS
VSIV,VESICULAR
VSNJV,VESICULAR
RHDV,VIRAL
SLOWMY,METHOD
CEFDINIR,CEFDINIR
QUINUPRISTIN,QUINUPRISTIN
DALFOPRIST,DALFOPRISTIN
TROVAFLOXACIN,TROVAFLOXACIN
BV2,BIOVAR
SALMONICIDA,SALMONICIDA
AFLATOXIN,AFLATOXIN
APRAMYCIN,APRAMYCIN
BIOCHANIN,BIOCHANIN
BLASTOMYCES,BLASTOMYCES
GLDH,GLUTAMATE
BTV10,BLUETONGUE
BTV11,BLUETONGUE
BTV13,BLUETONGUE
BTV17,BLUETONGUE
BTV2,BLUETONGUE
BPIV3,BOVINE
CADV1,CANINE
CADV,CANINE
CCV,CANINE
NAD,GLUTAMATE
GLUDH,DEHYDROGENASE
NADP,GLUTAMATE
CAHV,CANINE
PIV2,PARAINFLUENZA
CPV,CANINE
CEFTIOFUR,CEFTIOFUR
ENROFLOXACIN,ENROFLOXACIN
FCV,FELINE
FCOV,FELINE
FEHV1,FELINE
FEHV,FELINE
FIV,FELINE IMMUNODEFICIENCY VIRUS
FIPV,FELINE
FELV,FELINE
PROVIRUS,LEUKEMIA
FPLV,FELINE
FSV,FELINE SYNCYTIAL VIRUS
FLORFENICOL,FLORFENICOL
GENISTEIN,GENISTEIN
HEAVY,HEAVY
METALS,METALS
HISTOPLASMA,HISTOPLASMA
METALDEHYDE,METALDEHYDE
HYOPNEUMO,HYOPNEUMONIAE
GCDH,GLUTARYL
FTIS,FIXED
PX,PROGNOSIS
PADV,PORCINE
PCV,PORCINE
PORV,PORCINE
GST,GLUTATHIONE S TRANSFERASE
MIX73,MIX
GSS,GLUTATHIONE
ALTERNARIA,ALTERNARIA
COATED,COATED
GSH,GLUTATHIONE
FHA,FILAMENTOUS
INDX,BURGDORFERI
CREOSOL,CREOSOL
DMF,DIMETHYLFORMAMIDE
DIOXIN,DIOXIN
ENDRIN,ENDRIN
FAMOTIDINE,FAMOTIDINE
GLUTARALDEHYDE,GLUTARALDEHYDE
NS5,C
CP3,III
CPR3,III
GLYCEROL,GLYCEROL
INHIBIN,INHIBIN
IL2RECEP,INTERLEUKIN
ICA,A
ISOHEPTA, ISOHEPTACARBOXYLPORPHYRIN
ISOHEXA, ISOHEXACARBOXYLPORPHYRIN
ISOPENTA, ISOPENTACARBOXYLPORPHYRIN
MATTRESS,MATTRESS
MYCOPHENOLATE,MYCOPHENOLATE
OATS,OATS
NACL,FRAGILITY
45,45
55,OSMOTIC
60,60
65,OSMOTIC
85,OSMOTIC
BELL,BELL
AUREUS,AUREUS
TSST,TOXIC
GLYCOGEN,GLYCOGEN
GAG,GLYCOSAMINOGLYCANS
GUANINE, GUANINE
CGMP,GUANOSINE
HEMOPEXIN, HEMOPEXIN
BORRELIA,BORRELIA
ACCOA,ACETYL
GLUCOSAMINE,COA
AGA,AGA
DHAP, ALKYL
ACYLCOA,PHOSPHATE
HCP,DOCTOR
IDURONATE2SULFATAS,IDURONATE
HEXOKINASE,HEXOKINASE
GALNS,N
NAG6SULFATASE,N
SIALIDASE, SIALIDASE
CORYNEBACTERIUM,CORYNEBACTERIUM
HAIRY,HAIRY
RRV,ROSS RIVER VIRUS
BFV,BARMAH FOREST VIRUS
ANDROGEN,ANDROGEN
